"sciname","nutrient","sex","age","median_ear","median_ear_perc"
"Silurus glanis","Copper","Children","5-9",0.294117647058824,29.4117647058824
"Silurus glanis","Magnesium","Children","5-9",0.454545454545455,45.4545454545455
"Silurus glanis","Phosphorus","Children","5-9",0.382716049382716,38.2716049382716
"Silurus glanis","Riboflavin","Children","5-9",60,6000
"Silurus glanis","Thiamin","Children","5-9",0.16,16
"Silurus glanis","Zinc","Children","5-9",0.1,10
"Sinonovacula constricta","Calcium","Children","5-9",0.0825,8.25
"Sinonovacula constricta","Copper","Children","5-9",1.17647058823529,117.647058823529
"Sinonovacula constricta","Magnesium","Children","5-9",0.445454545454545,44.5454545454545
"Sinonovacula constricta","Phosphorus","Children","5-9",0.296296296296296,29.6296296296296
"Sinonovacula constricta","Riboflavin","Children","5-9",280,28000
"Sinonovacula constricta","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Sinonovacula constricta","Zinc","Children","5-9",0.375,37.5
"Solea solea","Calcium","Children","5-9",0.05125,5.125
"Solea solea","Copper","Children","5-9",0.235294117647059,23.5294117647059
"Solea solea","Magnesium","Children","5-9",0.286363636363636,28.6363636363636
"Solea solea","Phosphorus","Children","5-9",0.472839506172839,47.2839506172839
"Solea solea","Riboflavin","Children","5-9",170,17000
"Solea solea","Thiamin","Children","5-9",0.11,11
"Solea solea","Zinc","Children","5-9",0.13625,13.625
"Solea vulgaris","Calcium","Children","5-9",0.03375,3.375
"Solea vulgaris","Copper","Children","5-9",0.588235294117647,58.8235294117647
"Solea vulgaris","Magnesium","Children","5-9",0.172727272727273,17.2727272727273
"Solea vulgaris","Zinc","Children","5-9",0.375,37.5
"Sparus aurata","Calcium","Children","5-9",0.024,2.4
"Sparus aurata","Copper","Children","5-9",82.3529411764706,8235.29411764706
"Sparus aurata","Magnesium","Children","5-9",0.201818181818182,20.1818181818182
"Sparus aurata","Phosphorus","Children","5-9",0.86601975308642,86.601975308642
"Sparus aurata","Zinc","Children","5-9",0.027025,2.7025
"Sphyraena japonica","Calcium","Children","5-9",0.07375,7.375
"Sphyraena japonica","Phosphorus","Children","5-9",0.469135802469136,46.9135802469136
"Sphyraena japonica","Riboflavin","Children","5-9",280,28000
"Sphyraena japonica","Thiamin","Children","5-9",0.06,6
"Sphyraena japonica","Vitamin C","Children","5-9",0,0
"Sphyraena obtusata","Calcium","Children","5-9",0.221475,22.1475
"Sphyraena pinguis","Calcium","Children","5-9",0.030625,3.0625
"Sphyraena pinguis","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Sphyraena pinguis","Magnesium","Children","5-9",0.309090909090909,30.9090909090909
"Sphyraena pinguis","Phosphorus","Children","5-9",0.345679012345679,34.5679012345679
"Sphyraena pinguis","Riboflavin","Children","5-9",280,28000
"Sphyraena pinguis","Vitamin C","Children","5-9",0,0
"Sphyraena pinguis","Zinc","Children","5-9",0.125,12.5
"Spicara smaris","Copper","Children","5-9",0.152941176470588,15.2941176470588
"Spisula sachalinensis","Calcium","Children","5-9",0.0775,7.75
"Spisula sachalinensis","Copper","Children","5-9",0.441176470588235,44.1176470588235
"Spisula sachalinensis","Magnesium","Children","5-9",0.681818181818182,68.1818181818182
"Spisula sachalinensis","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Spisula sachalinensis","Riboflavin","Children","5-9",320,32000
"Spisula sachalinensis","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Spisula sachalinensis","Zinc","Children","5-9",0.45,45
"Spisula solidissima","Calcium","Children","5-9",0.05125,5.125
"Spisula solidissima","Phosphorus","Children","5-9",0.479012345679012,47.9012345679012
"Spratelloides gracilis","Calcium","Children","5-9",0.125,12.5
"Spratelloides gracilis","Copper","Children","5-9",0.294117647058824,29.4117647058824
"Spratelloides gracilis","Magnesium","Children","5-9",0.309090909090909,30.9090909090909
"Spratelloides gracilis","Phosphorus","Children","5-9",0.592592592592593,59.2592592592593
"Spratelloides gracilis","Riboflavin","Children","5-9",500,50000
"Spratelloides gracilis","Vitamin C","Children","5-9",0.136363636363636,13.6363636363636
"Spratelloides gracilis","Zinc","Children","5-9",0.475,47.5
"Spratelloides robustus, Sardinops sagax","Calcium","Children","5-9",0.9275,92.75
"Spratelloides robustus, Sardinops sagax","Copper","Children","5-9",0.329411764705882,32.9411764705882
"Spratelloides robustus, Sardinops sagax","Magnesium","Children","5-9",0.418181818181818,41.8181818181818
"Spratelloides robustus, Sardinops sagax","Phosphorus","Children","5-9",1.44938271604938,144.938271604938
"Spratelloides robustus, Sardinops sagax","Riboflavin","Children","5-9",300,30000
"Spratelloides robustus, Sardinops sagax","Vitamin C","Children","5-9",0,0
"Spratelloides robustus, Sardinops sagax","Zinc","Children","5-9",0.7,70
"Sprattus sprattus","Calcium","Children","5-9",0.05875,5.875
"Sprattus sprattus","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Sprattus sprattus","Magnesium","Children","5-9",0.145454545454545,14.5454545454545
"Sprattus sprattus","Phosphorus","Children","5-9",0.296296296296296,29.6296296296296
"Sprattus sprattus","Riboflavin","Children","5-9",300,30000
"Sprattus sprattus","Thiamin","Children","5-9",0.16,16
"Sprattus sprattus","Vitamin C","Children","5-9",0,0
"Sprattus sprattus","Zinc","Children","5-9",0.225,22.5
"Squalus acanthias","Calcium","Children","5-9",0.010625,1.0625
"Squalus acanthias","Copper","Children","5-9",0.161764705882353,16.1764705882353
"Squalus acanthias","Magnesium","Children","5-9",0.172727272727273,17.2727272727273
"Squalus acanthias","Phosphorus","Children","5-9",0.6,60
"Squalus acanthias","Riboflavin","Children","5-9",280,28000
"Squalus acanthias","Thiamin","Children","5-9",0.11,11
"Squalus acanthias","Vitamin C","Children","5-9",0,0
"Squalus acanthias","Zinc","Children","5-9",0.125,12.5
"Stenodus leucichthys","Calcium","Children","5-9",0.0225,2.25
"Stenodus leucichthys","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Stenodus leucichthys","Magnesium","Children","5-9",0.290909090909091,29.0909090909091
"Stenodus leucichthys","Phosphorus","Children","5-9",0.604938271604938,60.4938271604938
"Stenodus leucichthys","Riboflavin","Children","5-9",430,43000
"Stenodus leucichthys","Thiamin","Children","5-9",0.1,10
"Stenodus leucichthys","Zinc","Children","5-9",0.1,10
"Stenodus spp., coegonus spp., prosopium spp.","Calcium","Children","5-9",0.0325,3.25
"Stenodus spp., coegonus spp., prosopium spp.","Copper","Children","5-9",0.211764705882353,21.1764705882353
"Stenodus spp., coegonus spp., prosopium spp.","Magnesium","Children","5-9",0.3,30
"Stenodus spp., coegonus spp., prosopium spp.","Phosphorus","Children","5-9",0.666666666666667,66.6666666666667
"Stenodus spp., coegonus spp., prosopium spp.","Riboflavin","Children","5-9",440,44000
"Stenodus spp., coegonus spp., prosopium spp.","Thiamin","Children","5-9",0.26,26
"Stenodus spp., coegonus spp., prosopium spp.","Zinc","Children","5-9",0.2475,24.75
"Stenotomus chrysops","Calcium","Children","5-9",0.05,5
"Stenotomus chrysops","Copper","Children","5-9",0.15,15
"Stenotomus chrysops","Magnesium","Children","5-9",0.209090909090909,20.9090909090909
"Stenotomus chrysops","Phosphorus","Children","5-9",0.45679012345679,45.679012345679
"Stenotomus chrysops","Thiamin","Children","5-9",0.22,22
"Stenotomus chrysops","Zinc","Children","5-9",0.12,12
"Stephanolepis cirrhifer","Calcium","Children","5-9",0.01625,1.625
"Stephanolepis cirrhifer","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Stephanolepis cirrhifer","Magnesium","Children","5-9",0.254545454545455,25.4545454545455
"Stephanolepis cirrhifer","Phosphorus","Children","5-9",0.592592592592593,59.2592592592593
"Stephanolepis cirrhifer","Riboflavin","Children","5-9",140,14000
"Stephanolepis cirrhifer","Vitamin C","Children","5-9",0,0
"Stephanolepis cirrhifer","Zinc","Children","5-9",0.1,10
"Stolephorus commersonii","Calcium","Children","5-9",0.89435,89.435
"Stolephorus commersonii","Copper","Children","5-9",3.23823529411765,323.823529411765
"Stolephorus commersonii","Zinc","Children","5-9",1.2445,124.45
"Stolephorus devisi","Calcium","Children","5-9",0.9087875,90.87875
"Stolephorus tri","Calcium","Children","5-9",1.875,187.5
"Stolephorus tri","Copper","Children","5-9",0.0676470588235294,6.76470588235294
"Stolephorus tri","Magnesium","Children","5-9",0.5,50
"Stolephorus tri","Phosphorus","Children","5-9",2.07407407407407,207.407407407407
"Stolephorus tri","Zinc","Children","5-9",0.775,77.5
"Strombus galeatus","Calcium","Children","5-9",0.33875,33.875
"Strombus galeatus","Copper","Children","5-9",1.08823529411765,108.823529411765
"Strombus galeatus","Magnesium","Children","5-9",2.21818181818182,221.818181818182
"Strombus galeatus","Phosphorus","Children","5-9",1.05925925925926,105.925925925926
"Strombus galeatus","Zinc","Children","5-9",1.1,110
"Strombus gracilior","Calcium","Children","5-9",0.33875,33.875
"Strombus gracilior","Copper","Children","5-9",0.05484,5.484
"Strombus gracilior","Magnesium","Children","5-9",0.00560818818181818,0.560818818181818
"Strombus gracilior","Phosphorus","Children","5-9",1.05925925925926,105.925925925926
"Strombus gracilior","Zinc","Children","5-9",1.1,110
"Suggrundus meerdervoorti","Calcium","Children","5-9",0.05,5
"Suggrundus meerdervoorti","Copper","Children","5-9",0.0294117647058824,2.94117647058824
"Suggrundus meerdervoorti","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Suggrundus meerdervoorti","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Suggrundus meerdervoorti","Riboflavin","Children","5-9",160,16000
"Suggrundus meerdervoorti","Vitamin C","Children","5-9",0,0
"Suggrundus meerdervoorti","Zinc","Children","5-9",0.15,15
"Synodontis schall","Calcium","Children","5-9",0.0245,2.45
"Synodontis schall","Magnesium","Children","5-9",0.213636363636364,21.3636363636364
"Synodontis schall","Phosphorus","Children","5-9",0.0222222222222222,2.22222222222222
"Takifugu porphyreus","Calcium","Children","5-9",0.00625,0.625
"Takifugu porphyreus","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Takifugu porphyreus","Magnesium","Children","5-9",0.218181818181818,21.8181818181818
"Takifugu porphyreus","Phosphorus","Children","5-9",0.641975308641975,64.1975308641975
"Takifugu porphyreus","Riboflavin","Children","5-9",340,34000
"Takifugu porphyreus","Vitamin C","Children","5-9",0,0
"Takifugu porphyreus","Zinc","Children","5-9",0.375,37.5
"Takifugu rubripes","Calcium","Children","5-9",0.0075,0.75
"Takifugu rubripes","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Takifugu rubripes","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Takifugu rubripes","Phosphorus","Children","5-9",0.617283950617284,61.7283950617284
"Takifugu rubripes","Riboflavin","Children","5-9",420,42000
"Takifugu rubripes","Vitamin C","Children","5-9",0,0
"Takifugu rubripes","Zinc","Children","5-9",0.225,22.5
"Tegula rustica","Calcium","Children","5-9",0.06875,6.875
"Tegula rustica","Phosphorus","Children","5-9",0.246913580246914,24.6913580246914
"Tegula rustica","Riboflavin","Children","5-9",400,40000
"Tegula rustica","Thiamin","Children","5-9",0.04,4
"Tegula rustica","Vitamin C","Children","5-9",0,0
"Telescopium telescopium","Calcium","Children","5-9",0.07125,7.125
"Telescopium telescopium","Magnesium","Children","5-9",0.781818181818182,78.1818181818182
"Telescopium telescopium","Phosphorus","Children","5-9",0.348148148148148,34.8148148148148
"Telescopium telescopium","Riboflavin","Children","5-9",220,22000
"Telescopium telescopium","Thiamin","Children","5-9",0.06,6
"Telescopium telescopium","Vitamin C","Children","5-9",0.181818181818182,18.1818181818182
"Telescopium telescopium","Zinc","Children","5-9",0.4075,40.75
"Tenualosa ilisha","Calcium","Children","5-9",0.0765125,7.65125
"Tenualosa ilisha","Copper","Children","5-9",0.441176470588235,44.1176470588235
"Tenualosa ilisha","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Tenualosa ilisha","Phosphorus","Children","5-9",0.475604938271605,47.5604938271605
"Tenualosa ilisha","Riboflavin","Children","5-9",280,28000
"Tenualosa ilisha","Thiamin","Children","5-9",0.24,24
"Tenualosa ilisha","Zinc","Children","5-9",0.375,37.5
"Tetrapturus audax","Calcium","Children","5-9",0.00625,0.625
"Tetrapturus audax","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Tetrapturus audax","Magnesium","Children","5-9",0.318181818181818,31.8181818181818
"Tetrapturus audax","Phosphorus","Children","5-9",0.666666666666667,66.6666666666667
"Tetrapturus audax","Riboflavin","Children","5-9",140,14000
"Tetrapturus audax","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Tetrapturus audax","Zinc","Children","5-9",0.15,15
"Teuthoidea spp.","Calcium","Children","5-9",0.01375,1.375
"Teuthoidea spp.","Magnesium","Children","5-9",0.327272727272727,32.7272727272727
"Teuthoidea spp.","Phosphorus","Children","5-9",0.637037037037037,63.7037037037037
"Teuthoidea spp.","Riboflavin","Children","5-9",80,8000
"Teuthoidea spp.","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Teuthoidea spp.","Zinc","Children","5-9",0.325,32.5
"Thalassina anomala","Calcium","Children","5-9",0.145,14.5
"Thalassina anomala","Magnesium","Children","5-9",0.418181818181818,41.8181818181818
"Thalassina anomala","Riboflavin","Children","5-9",40,4000
"Thalassina anomala","Thiamin","Children","5-9",0,0
"Thalassina anomala","Vitamin C","Children","5-9",0,0
"Thalassina anomala","Zinc","Children","5-9",1.25,125
"Thalassoma fuscum","Calcium","Children","5-9",0.1943375,19.43375
"Thaleichthys pacificus","Calcium","Children","5-9",0.0625,6.25
"Thaleichthys pacificus","Copper","Children","5-9",0.88235294117647,88.2352941176471
"Thaleichthys pacificus","Phosphorus","Children","5-9",0.32283950617284,32.2839506172839
"Thaleichthys pacificus","Riboflavin","Children","5-9",70,7000
"Thaleichthys pacificus","Thiamin","Children","5-9",0.06,6
"Thaleichthys pacificus","Zinc","Children","5-9",0.325,32.5
"Thamnaconus modestus","Calcium","Children","5-9",0.0625,6.25
"Thamnaconus modestus","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Thamnaconus modestus","Magnesium","Children","5-9",0.790909090909091,79.0909090909091
"Thamnaconus modestus","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Thamnaconus modestus","Riboflavin","Children","5-9",260,26000
"Thamnaconus modestus","Vitamin C","Children","5-9",0,0
"Thamnaconus modestus","Zinc","Children","5-9",0.125,12.5
"Theragra chalcogramma, pollachius virens","Calcium","Children","5-9",0.076875,7.6875
"Theragra chalcogramma, pollachius virens","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Theragra chalcogramma, pollachius virens","Magnesium","Children","5-9",0.454545454545455,45.4545454545455
"Theragra chalcogramma, pollachius virens","Phosphorus","Children","5-9",0.549382716049383,54.9382716049383
"Theragra chalcogramma, pollachius virens","Riboflavin","Children","5-9",520,52000
"Theragra chalcogramma, pollachius virens","Thiamin","Children","5-9",0.15,15
"Theragra chalcogramma, pollachius virens","Zinc","Children","5-9",0.1175,11.75
"Thunnus alalunga","Calcium","Children","5-9",0.01125,1.125
"Thunnus alalunga","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Thunnus alalunga","Magnesium","Children","5-9",0.372727272727273,37.2727272727273
"Thunnus alalunga","Phosphorus","Children","5-9",0.675308641975309,67.5308641975309
"Thunnus alalunga","Riboflavin","Children","5-9",60,6000
"Thunnus alalunga","Thiamin","Children","5-9",0.1,10
"Thunnus alalunga","Vitamin C","Children","5-9",0.0136363636363636,1.36363636363636
"Thunnus alalunga","Zinc","Children","5-9",0.125,12.5
"Thunnus albacares","Calcium","Children","5-9",0.00625,0.625
"Thunnus albacares","Copper","Children","5-9",0.176470588235294,17.6470588235294
"Thunnus albacares","Magnesium","Children","5-9",0.336363636363636,33.6363636363636
"Thunnus albacares","Phosphorus","Children","5-9",0.68641975308642,68.641975308642
"Thunnus albacares","Riboflavin","Children","5-9",140,14000
"Thunnus albacares","Thiamin","Children","5-9",0.236,23.6
"Thunnus albacares","Vitamin C","Children","5-9",0.0227272727272727,2.27272727272727
"Thunnus albacares","Zinc","Children","5-9",0.125,12.5
"Thunnus maccoyii","Calcium","Children","5-9",0.01125,1.125
"Thunnus maccoyii","Copper","Children","5-9",0.132352941176471,13.2352941176471
"Thunnus maccoyii","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Thunnus maccoyii","Phosphorus","Children","5-9",0.555555555555556,55.5555555555556
"Thunnus maccoyii","Riboflavin","Children","5-9",100,10000
"Thunnus maccoyii","Thiamin","Children","5-9",0.1,10
"Thunnus maccoyii","Vitamin C","Children","5-9",0.0136363636363636,1.36363636363636
"Thunnus maccoyii","Zinc","Children","5-9",0.1,10
"Thunnus obesus","Calcium","Children","5-9",0.005,0.5
"Thunnus obesus","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Thunnus obesus","Magnesium","Children","5-9",0.318181818181818,31.8181818181818
